item_code,description,vatable
TOTAL_941000,Hire and repair of photographic and cinematographic equipment and optical instruments (Total),vatable
TOTAL_942000,"Hire, maintenance and repair of major durables for recreation (e.g., hire and repair of camper vans) (Total)",vatable
TOTAL_943000,"Hire and repair of video game consoles, toys and hobby articles (e.g., rental of game software and subscription to online games, etc.) (Total)",vatable
TOTAL_944000,"Hire and repair of equipment for sport, camping and open-air recreation (Total)",vatable
TOTAL_945000,"Veterinary and other services for pets (e.g., pet grooming, pet training, etc.) (Total)",vatable
TOTAL_946000,"Recreational and sporting services (e.g., amusement park, arcades, water parks and beaches, stadiums, courts, arenas, halls, aerobics, Zumba, admission tickets, etc.) (Total)",vatable
TOTAL_947000,"Games of chance (e.g., lotteries, bingo, sweepstakes, casino games, online games, etc.) (Total)",vatable
TOTAL_950000,"Cultural Goods [Audio-visual media (e.g., flash drives, blu-ray discs for reproduction of sound and picture material, audio-visual content purchased online for immediate downloading, etc.)] (Total)",vatable
TOTAL_961001,"Services provided live (Cinemas, theaters and opera houses) (Total)",vatable
TOTAL_961002,Services provided live (Concert and music venues) (Total),vatable
TOTAL_961009,Services provided live (Others) (Total),vatable
TOTAL_961021,"Services provided on-line (Cinemas, theaters and opera houses) (Total)",vatable
TOTAL_961022,Services provided on-line (Concert and music venues) (Total),vatable
TOTAL_961029,Services provided on-line (Others) (Total),vatable
TOTAL_971000,"Books (Educational and textbooks in printed or electronic copy, e-books, fiction and non-fiction books, children's books, religious books, etc.) (Total)",exempt
TOTAL_972000,"Newspapers and periodicals (newspapers, magazines, subscription for newspapers/magazines/periodicals, interner subscription for newspaper/magazine/periodical) (Total)",exempt
TOTAL_973000,"Miscellaneous printed matter (catalogues, posters, etc.) (Total)",vatable
TOTAL_974000,"Stationery and drawing materials (writing pads, notebooks, bond paper, crayons, paper cutter, scissors, etc.) (Total)",vatable
TOTAL_980001,Half-day and one-day tour (Total),vatable
TOTAL_980002,More than one-day tour (Total),vatable
TOTAL_990000,"Independent Traveler (total expenditure on varieties of tourism products and services such as transport, accommodation, food services, recreation, etc.) (Total)",vatable
TOTAL_1010121,School-based tuition fees - Private early childhood educational development programs (Total),exempt
TOTAL_1010141,"School-based tuition fees - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010144,School-based tuition fees - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010161,School-based tuition fees - Private pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010181,"School-based tuition fees - Private pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010184,School-based tuition fees - Private pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010221,School-based tuition fees - Private primary education services (Total),exempt
TOTAL_1010241,"School-based tuition fees - Private primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010244,School-based tuition fees - Private primary education services for learners with disability (Total),exempt
TOTAL_1020121,School-based tuition fees - Private lower secondary general education services (Total),exempt
TOTAL_1020141,"School-based tuition fees - Private lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020144,School-based tuition fees - Private lower secondary education services for learners with disability (Total),exempt
TOTAL_1020321,School-based tuition fees - Private upper secondary general education services (Total),exempt
TOTAL_1020521,School-based tuition fees - Private upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1030011,"School-based tuition fees - Public post-secondary non-tertiary education services (All Tesda-administered public schools, state universities and colleges, agricultural training institutes, etc.) (Total)",exempt
TOTAL_1030021,"School-based tuition fees - Private post-secondary non-tertiary education services (All Tesda accredited private schools and institutions e.g. UniTech Educational Institute, Inc., KIMLAR, etc.) (Total)",exempt
TOTAL_1030031,"School-based tuition fees - Public post-secondary non-tertiary services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030033,School-based tuition fees - Public post-secondary non-tertiary services for learners with disability (Total),exempt
TOTAL_1030041,"School-based tuition fees - Private post-secondary non-tertiary services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030043,School-based tuition fees - Private post-secondary non-tertiary services for learners with disability (Total),exempt
TOTAL_1040011,School-based tuition fees - Public short-cycle tertiary education services (Total),exempt
TOTAL_1040021,School-based tuition fees - Private short-cycle tertiary education services (Total),exempt
TOTAL_1040031,School-based tuition fees - Public bachelor level education services (Total),exempt
TOTAL_1040041,School-based tuition fees - Private bachelor level education services (Total),exempt
TOTAL_1040051,School-based tuition fees - Public master level education services (Total),exempt
TOTAL_1040061,School-based tuition fees - Private master level education services (Total),exempt
TOTAL_1040071,School-based tuition fees - Public doctoral level education services (Total),exempt
TOTAL_1040081,School-based tuition fees - Private doctoral level education services (Total),exempt
TOTAL_1050110,"Independent tutors (private lessons to support formal education), tutor centers, homework help centers, etc. (Total)",vatable
TOTAL_1050120,Online tutoring (Total),vatable
TOTAL_1050130,Exam preparation courses (Total),vatable
TOTAL_1050201,Review classes for professional and licensure examination (Total),vatable
TOTAL_1050900,Other education not defined by level (Total),vatable
TOTAL_1050301,Language proficiency classes (Total),vatable
TOTAL_1050401,Cultural educational program (Total),vatable
TOTAL_1050501,Sports and recreational program services (Total),vatable
TOTAL_1050600,Education support service program (Total),vatable
TOTAL_1050701,Short educational courses in classroom or online (not defined in 10.5.0) (Total),vatable
TOTAL_1010123,Home-based tuition fees - Private early childhood educational development programs (Total),exempt
TOTAL_1010143,"Home-based tuition fees - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010145,Home-based tuition fees - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010163,Home-based tuition fees - Private pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010183,"Home-based tuition fees - Private pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010185,Home-based tuition fees - Private pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010223,Home-based tuition fees - Private primary education services (Total),exempt
TOTAL_1010243,"Home-based tuition fees - Private primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010245,Home-based tuition fees - Private primary education services for learners with disability (Total),exempt
TOTAL_1020123,Home-based tuition fees - Private lower secondary general education services (Total),exempt
TOTAL_1020143,"Home-based tuition fees - Private lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020145,Home-based tuition fees - Private lower secondary education services for learners with disability (Total),exempt
TOTAL_1020323,Home-based tuition fees - Private upper secondary general education services (Total),exempt
TOTAL_1020523,Home-based tuition fees - Private upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1010112,Allowance - Public early childhood educational development programs (Total),exempt
TOTAL_1010122,Allowance - Private early childhood educational development programs (Total),exempt
TOTAL_1010132,"Allowance - Public early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010136,Allowance - Public early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010142,"Allowance - Private early childhood educational development programs for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010146,Allowance - Private early childhood educational development programs for learners with disability (Total),exempt
TOTAL_1010152,Allowance - Public pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010162,Allowance - Private pre-primary education programs (kindergarten) (Total),exempt
TOTAL_1010172,"Allowance - Public pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010176,Allowance - Public pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010182,"Allowance - Private pre-primary education programs (kindergarten) for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010186,Allowance - Private pre-primary education programs (kindergarten) for learners with disability (Total),exempt
TOTAL_1010212,Allowance - Public primary education services (Total),exempt
TOTAL_1010222,Allowance - Private primary education services (Total),exempt
TOTAL_1010232,"Allowance - Public primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010236,Allowance - Public primary education services for learners with disability (Total),exempt
TOTAL_1010242,"Allowance - Private primary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1010246,Allowance - Private primary education services for learners with disability (Total),exempt
TOTAL_1020112,Allowance - Public lower secondary general education services (Total),exempt
TOTAL_1020122,Allowance - Private lower secondary general education services (Total),exempt
TOTAL_1020132,"Allowance - Public lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020136,Allowance - Public lower secondary education services for learners with disability (Total),exempt
TOTAL_1020142,"Allowance - Private lower secondary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1020146,Allowance - Private lower secondary education services for learners with disability (Total),exempt
TOTAL_1020312,Allowance - Public upper secondary general education services (Total),exempt
TOTAL_1020322,Allowance - Private upper secondary general education services (Total),exempt
TOTAL_1020512,Allowance - Public upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1020522,Allowance - Private upper secondary technical-vocational education programs services (Total),exempt
TOTAL_1030012,Allowance - Public post-secondary non-tertiary education services (Total),exempt
TOTAL_1030022,Allowance - Private post-secondary non-tertiary education services (Total),exempt
TOTAL_1030032,"Allowance - Public post-secondary non-tertiary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030036,Allowance - Public post-secondary non-tertiary education services for learners with disability (Total),exempt
TOTAL_1030042,"Allowance - Private post-secondary non-tertiary education services for indigenous, gifted and Muslim groups (Total)",exempt
TOTAL_1030046,Allowance - Private post-secondary non-tertiary education services for learners with disability (Total),exempt
TOTAL_1040012,Allowance - Public short-cycle tertiary education services (Total),exempt
TOTAL_1040022,Allowance - Private short-cycle tertiary education services (Total),exempt
TOTAL_1040032,Allowance - Public bachelor level education services (Total),exempt
TOTAL_1040042,Allowance - Private bachelor level education services (Total),exempt
TOTAL_1040052,Allowance - Public master level education services (Total),exempt
TOTAL_1040062,Allowance - Private master level education services (Total),exempt
TOTAL_1040072,Allowance - Public doctoral level education services (Total),exempt
TOTAL_1040082,Allowance - Private doctoral level education services (Total),exempt
TOTAL_1050112,"Allowance - Independent tutors (private lessons to support formal education), tutor centres, homework help centres and the like (Total)",exempt
TOTAL_1050122,Allowance - Online tutoring (Total),exempt
TOTAL_1050132,Allowance - Exam preparation courses (Total),exempt
TOTAL_1050202,Allowance - Review classes for professional and licensure examination (Total),exempt
TOTAL_1050302,Allowance - Language proficiency classes (Total),exempt
TOTAL_1050402,Allowance - Cultural educational program (Total),exempt
TOTAL_1050502,Allowance - Sports and recreational program services (Total),exempt
TOTAL_1050612,Allowance - Public education support service program (Total),exempt
TOTAL_1050622,Allowance - Private education support service program (Total),exempt
TOTAL_1050702,Allowance - Short educational courses in classroom or online (not defined in 10.5.0) (Total),exempt
TOTAL_1050912,Allowance - Public education services not definable by level (Total),exempt
TOTAL_1050922,Allowance - Private education services not definable by level (Total),exempt
TOTAL_1090100,Miscellaneous fees (Total),exempt
TOTAL_1090900,"Other educational expenses, n.e.c. (graduation fee, excursion fee, college admission fee, etc.)_______________ (Total)",vatable
TOTAL_1120000,"ACCOMMODATION SERVICES (e.g., hotels, motels, inns, holiday centers, camping sites, boarding schools/universities, hostels and accommodation for workers, etc.) (Total)",vatable
TOTAL_1211100,GSIS (Total),exempt
TOTAL_1211200,SSS (Total),exempt
TOTAL_1211300,Other Life Insurance/Pre-need Insurance (Total),exempt
TOTAL_1212100,PhilHealth (Total),exempt
TOTAL_1212200,Health/Medical Insurance other than PhilHealth (Total),vatable
TOTAL_1213000,"Insurance connected with the dwelling (insurance typically taken out by tenants against fire, theft, water damage, etc.) (Total)",vatable
TOTAL_1214100,"Personal transport insurance (car insurance, etc.) (Total)",vatable
TOTAL_1214200,"Travel insurance [Service charges for travel insurance (for change of travel plans, travel cancellation, etc.) and luggage insurance] (Total)",vatable
TOTAL_1219000,"Other insurance, n.e.c. (Service charges for civil liability for injury or damage to third parties or their property, legal insurance, pet medical insurance, agricultural insurance etc.) (Total)",vatable
TOTAL_1220000,"FINANCIAL SERVICES (financial charges of money lenders, credit card issuers, pawnshops, remittance fees, etc.) (Total)",exempt
TOTAL_1311000,"Electric appliances for personal care including repair (e.g., electric razors and hair trimmers, hand-held and hood hair dryers, curling tongs, etc.) (Total)",vatable
TOTAL_1312011,"Razors, hair trimmers, blades and scissors (Total)",vatable
TOTAL_1312013,Combs and hair brushes (Total),vatable
TOTAL_1312014,Toothbrushes (Total),vatable
TOTAL_1312016,Personal weighing machines and baby scales (Total),vatable
TOTAL_1312019,"Others, specify (e.g. shaving brushes, etc.) (Total)",vatable
TOTAL_1312012,Nail files and nail brush (Total),vatable
TOTAL_1312015,Hair pins and curlers (Total),vatable
TOTAL_1312021,Toilet and medicinal soap (Total),vatable
TOTAL_1312024,Toothpaste (Total),vatable
TOTAL_1312026,Shampoo and hair conditioner (Total),vatable
TOTAL_1312022,"Facial wash, cleansing oil and milk, and facial scrub (Total)",vatable
TOTAL_1312025,Mouthwash (Total),vatable
TOTAL_1312029,"Others articles for personal hygiene, n.e.c. (Total)",vatable
TOTAL_1312023,"Shaving soap, cream and foam (Total)",vatable
TOTAL_1312027,Hand sanitizer (Total),vatable
TOTAL_1312028,Feminine and masculine wash (Total),vatable
TOTAL_1312031,Lipsticks and lip tints (Total),vatable
TOTAL_1312036,Perfumes (Total),vatable
TOTAL_1312037,Personal deodorants and tawas (Total),vatable
TOTAL_1312033,Make-up and make-up removal products (Total),vatable
TOTAL_1312034,Hair lacquers and lotions (Total),vatable
TOTAL_1312039,"Other beauty products (e.g. shaving products, etc.) (Total)",vatable
TOTAL_1312032,Nail varnishes/polishes (Total),vatable
TOTAL_1312035,Sunbathing products (Total),vatable
TOTAL_1312091,Disposable diaper (Total),vatable
TOTAL_1312095,Sanitary napkins and tampons (Total),vatable
TOTAL_1312099,"Other appliances, articles and products for personal care, n.e.c. (Total)",vatable
TOTAL_1312092,Cloth diaper (Total),vatable
TOTAL_1312093,Wipes (Total),vatable
TOTAL_1312094,"Toilet paper, sanitary towels, and facial tissue (Total)",vatable
TOTAL_1312096,Cotton wools and cotton buds (Total),vatable
TOTAL_1312097,Bath sponge (Total),vatable
TOTAL_1313100,"Hairdressing services (e.g., cut, trim, hot oil, rebonding, perm, etc. in salons/parlors and barber shops) (Total)",vatable
TOTAL_1313200,"Personal grooming treatments (e.g., facial beauty treatment, manicure/pedicure, spas, saunas, non-medical massages, etc.) (Total)",vatable
TOTAL_1321100,"Jewellery, watches and stop watches (Total)",vatable
TOTAL_1321200,Repair and hire of jewellery and watches (Total),vatable
TOTAL_1322000,"Devotional articles and articles for religious and ritual celebrations (e.g., crucifixes and rosaries, figurines, pictures, etc.) (Total)",vatable
TOTAL_1329101,"Travel goods and other carriers of personal effects (e.g., suitcases, travel bags, attache cases, handbags, wallets, purses, school bags, etc. (Total)",vatable
TOTAL_1329102,"Articles for babies (e.g., baby carriages, pushchairs, etc.) (Total)",vatable
TOTAL_1329103,"Articles for smokers (e.g., pipes, lighters, cigarette cases, ashtrays, etc.) (Total)",vatable
TOTAL_1329104,"Miscellaneous personal articles (e.g., sunglasses, walking sticks and canes, umbrellas and parasols, fans, key rings, etc. (Total)",vatable
TOTAL_1329106,Articles for smokers (electronic cigarettes and vaping devices) (Total),vatable
TOTAL_1329105,"Funerary articles (e.g., coffins, gravestones, urns, etc.) (Total)",vatable
TOTAL_1329109,"Other travel goods and articles for babies and other personal effects, n.e.c. (Total)",vatable
TOTAL_1329200,"Repair and rental of other personal effects, n.e.c. (Total)",vatable
TOTAL_1330100,"Child care services (e.g., nurseries, day-care facilities, wet-nurses, crÃ¨ches and other child-minding facilities for babies, etc.) (Total)",vatable
TOTAL_1330200,"Non-medical retirement homes for elderly persons and non-medical residences for disabled persons (e.g., Retirement homes for elderly persons, residences for disabled persons, rehabilitation centres providing long- term support for patients rather than hea",vatable
TOTAL_1330300,"Services to maintain persons in their private homes (this includes help to maintain elderly and disabled persons at home such as home-cleaning services, meal programmes, day-care centres, day-care services and holiday-care services) (Total)",vatable
TOTAL_1330900,Other social protection services (Total),vatable
TOTAL_1390903,"Charges for funeral, cremation and undertaking services (Total)",vatable
TOTAL_1390906,"Fees for issuance of birth, marriage and death certificates and other administrative documents (Total)",vatable
TOTAL_1390909,"Payments for other services, n.e.c (Total)",vatable
TOTAL_1390200,Religious services (Total),vatable
TOTAL_1390901,Fees for legal advisory and representation services concerning criminal law (Total),vatable
TOTAL_1390902,Fees for employment agency services (Total),vatable
TOTAL_1390904,"Payments for services of real estate agents, housing agents, auctioneers, salesroom operators and other intermediaries (Total)",vatable
TOTAL_1390905,Payments for photocopies and other reproductions of documents (duplicating services) (Total),vatable
TOTAL_1390907,Payments for newspaper notices and advertisements (Total),vatable
TOTAL_1390908,"Payments for services of graphologists, astrologers, private detectives, bodyguards, matrimonial agencies and marriage guidance counsellors, public writers, miscellaneous concessions (seats, toilets, cloakrooms), etc. (Total)",vatable
TOTAL_511000,"Furniture (e.g., household furniture, garden and camping furniture, etc.) (Total)",vatable
TOTAL_531100,"Major kitchen appliances (e.g., refrigerators, freezer, gas stove, oven and microwave oven, ranges, etc.) (Total)",vatable
TOTAL_531200,"Major laundry appliances (e.g., washing machines, dryers, ironing and pressing machines, etc.) (Total)",vatable
TOTAL_531300,"Heaters, air conditioners (e.g., air conditioners, water heater, etc.) (Total)",vatable
TOTAL_531400,"Cleaning equipment (e.g., vacuum cleaners, air purifiers, etc.) (Total)",vatable
TOTAL_531900,"Other major household appliances (e.g., sewing machine, safes, etc.) (Total)",vatable
TOTAL_532000,"Small electric household appliances (e.g., air fryer, rice cooker, toaster, blender, coffee maker, juice extractor, electric fan, flat iron, etc.) (Total)",vatable
TOTAL_551000,"Motorized tools and equipment (e.g., electric drills, saws, lawn mowers, water pumps, etc.) (Total)",vatable
TOTAL_711000,"Motor cars (e.g., new and second-hand sedan, vans, SUVs, pick-up trucks, etc.) (Total)",vatable
TOTAL_712000,"Motorcycles, motor scooters and tricycles (Total)",vatable
TOTAL_713000,"Bicycles [e.g., bicycles, cycle rickshaws (pedicab), e-bikes, e-trikes, pedelecs (electric pedal-assisted bicycles) , etc.] (Total)",vatable
TOTAL_714000,Animal drawn vehicles (Total),vatable
TOTAL_719000,"Other vehicles, n.e.c. (Total)",vatable
TOTAL_811000,"Fixed telephone equipment (e.g., landline telephones, wireless landline telephones, etc.) (Total)",vatable
TOTAL_812000,"Mobile telephone equipment (e.g., cellular phones/smart phones, etc.) (Total)",vatable
TOTAL_813101,Desktop computers (Total),vatable
TOTAL_813102,Laptop computers (Total),vatable
TOTAL_813103,Tablets (Total),vatable
TOTAL_813200,"Peripheral equipment (e.g., printer, scanner, monitor, projector) (Total)",vatable
TOTAL_814010,"Television sets, and TV aerials (antenna) of all types (Total)",vatable
TOTAL_814020,"Satellite receivers, IPTV receivers, set-top boxes, TV converter boxes, streaming boxes (e.g., Mibox, digibox, etc.) (Total)",vatable
TOTAL_814040,"Radio receivers (e.g., radio sets, digital radio sets, Internet radio sets, satellite radio sets, car radios, radio clocks, two-way radios, walkie-talkies, amateur radio receivers and transmitters) (Total)",vatable
TOTAL_814090,"Other equipment for reception, recording and reproduction of sound and vision, n.e.c. (e.g., microphone, speakers, headphones, amplifiers, karaoke systems, audio and video systems for cars, digital media players, etc.)________ (Total)",vatable
TOTAL_814030,"Digital and cassette video players and recorders such as DVD, Blu-ray, Ultra HD Blue-ray, VHS (Total)",vatable
TOTAL_814050,"Audio players and recorders such as CD, stereo equipment and radio cassette (Total)",vatable
TOTAL_819000,"Other information and communication equipment and accessories (e.g., wireless home monitor, smartwatches, fitness tracker, e-book reader, etc.) (Total)",vatable
TOTAL_911000,"Photographic and cinematographic equipment and optical instruments (e.g., cameras, video cameras, drone with camera, binoculars, microscopes, etc.) (Total)",vatable
TOTAL_912000,"Major durables for recreation (e.g., camper vans, gliders, boats, horses and ponies, etc.) (Total)",vatable
TOTAL_921110,Video game computers (Total),vatable
TOTAL_921120,Video game consoles (Total),vatable
TOTAL_921130,"Accessories for video gaming (gamepads, joysticks, racing wheels, etc.) (Total)",vatable
TOTAL_922227,Camp table and chairs (Total),vatable
TOTAL_920009,"Other recreational goods, n.e.c. _________ (Total)",vatable
TOTAL_950001,"CULTURAL GOODS (e.g., musical instruments and spare parts) (Total)",vatable
TOTAL_1511000,Food and refreshments (Total),vatable
TOTAL_1512000,Alcoholic beverages (Total),vatable
TOTAL_1513000,"Service of priests, cooks, waiters, etc. (Total)",vatable
TOTAL_1514000,"Rental of space, facilities and equipment (Total)",vatable
TOTAL_1516000,"Others (balloons, flowers, candles, paints, firecrackers, etc.) (Total)",vatable